commodity_name,state,district,market,min_price,max_price,modal_price,date
Soyabean,Madhya Pradesh,Dindori,Gorakhpur,33.0,36.0,34.5,2019-09-25
Green+Chilli,Madhya Pradesh,Ujjain,Ujjain(F&V),14.5,35.0,28.2,2019-11-29
Sweet+Potato,Madhya Pradesh,Sheopur,Syopurkalan(F&V),10.0,10.5,10.25,2019-11-21
Cabbage,Madhya Pradesh,Rajgarh,Biaora,9.0,15.0,12.5,2019-12-10
Soyabean,Madhya Pradesh,Sehore,Ashta,20.0,42.46,38.0,2019-11-18
Tomato,Madhya Pradesh,Dewas,Haatpipliya,20.0,25.0,22.0,2019-12-02
Tomato,Madhya Pradesh,Indore,Indore(F&V),2.5,10.0,7.5,2019-12-02
Tomato,Madhya Pradesh,Burhanpur,Burhanpur(F&V),7.5,24.0,15.0,2019-09-20
Tomato,Madhya Pradesh,Chhindwara,Chhindwara(F&V),6.0,10.0,8.0,2019-09-20
Tomato,Madhya Pradesh,Dewas,Haatpipliya,13.0,18.0,17.0,2019-09-20
Bitter+gourd,Madhya Pradesh,Ujjain,Ujjain(F&V),15.0,32.5,26.25,2019-11-01
Tomato,Madhya Pradesh,Khandwa,Khandwa(F&V),10.0,29.0,18.0,2019-10-15
Raddish,Madhya Pradesh,Shivpuri,Shivpuri(F&V),7.0,7.0,7.0,2019-09-09
Potato,Madhya Pradesh,Guna,Guna(F&V),10.0,13.0,10.0,2019-11-28
Groundnut,Madhya Pradesh,Shivpuri,Shivpuri,29.55,32.0,30.05,2019-11-07
Tomato,Madhya Pradesh,Khandwa,Pandhana(F&V),14.0,16.09,15.0,2019-09-12
Wheat,Madhya Pradesh,Panna,Ajaygarh,17.75,19.25,19.0,2019-09-24
Wheat,Madhya Pradesh,Guna,Aron,18.4,22.0,20.0,2019-09-24
Wheat,Madhya Pradesh,Sehore,Ashta,18.8,22.66,20.6,2019-09-24
Wheat,Madhya Pradesh,Betul,Betul,19.2,20.71,19.99,2019-09-24
Wheat,Madhya Pradesh,Rajgarh,Biaora,19.6,20.2,20.0,2019-09-24
Alasande+Gram,Madhya Pradesh,Panna,Ajaygarh,36.5,42.0,40.3,2019-10-18
Wheat,Madhya Pradesh,Shivpuri,Shivpuri,19.52,19.69,19.58,2019-09-24
Wheat,Madhya Pradesh,Dewas,Sonkatch,18.5,20.5,20.0,2019-09-24
Onion,Madhya Pradesh,Sehore,Ashta,6.0,36.9,18.0,2019-09-17
Cauliflower,Madhya Pradesh,Khandwa,Khandwa(F&V),8.0,13.0,10.0,2019-11-27
Cauliflower,Madhya Pradesh,Harda,Timarni,25.0,30.0,30.0,2019-11-27
Wheat,Madhya Pradesh,Guna,Maksudangarh,20.31,21.86,20.9,2019-11-12
Wheat,Madhya Pradesh,Khandwa,Pandhana,21.0,21.0,21.0,2019-11-12
Cauliflower,Madhya Pradesh,Dewas,Haatpipliya,15.0,19.0,17.0,2019-10-15
Cauliflower,Madhya Pradesh,Dhar,Rajgarh,20.0,25.0,23.35,2019-10-15
Sweet+Potato,Madhya Pradesh,Shivpuri,Shivpuri(F&V),6.0,12.0,6.0,2019-11-18
Spinach,Madhya Pradesh,Ujjain,Ujjain(F&V),9.5,28.0,16.25,2019-10-31
Green+Chilli,Madhya Pradesh,Chhindwara,Chhindwara(F&V),30.0,34.0,32.0,2019-09-06
Green+Chilli,Madhya Pradesh,Indore,Indore(F&V),8.0,15.0,12.0,2019-09-06
Cauliflower,Madhya Pradesh,Rajgarh,Biaora,8.0,11.0,9.5,2019-10-04
Raddish,Madhya Pradesh,Narsinghpur,Gadarwada,10.0,10.0,10.0,2019-09-05
Cummin+Seed(Jeera),Madhya Pradesh,Neemuch,Neemuch,33.0,148.5,94.0,2019-09-05
Onion,Madhya Pradesh,Dewas,Haatpipliya,15.0,21.0,20.0,2019-09-17
Wheat,Madhya Pradesh,Bhind,Mehgaon,19.1,19.3,19.2,2019-09-28
Linseed,Madhya Pradesh,Dindori,Gorakhpur,40.0,40.0,40.0,2019-09-10
Peas(Dry),Madhya Pradesh,Ujjain,Badnagar,19.2,22.71,21.0,2019-09-07
Peas(Dry),Madhya Pradesh,Dhar,Dhar,16.0,23.0,18.5,2019-09-07
Onion,Madhya Pradesh,Satna,Satna,6.0,6.0,6.0,2019-09-10
Peas(Dry),Madhya Pradesh,Dindori,Gorakhpur,35.0,35.0,35.0,2019-09-10
Pomegranate,Madhya Pradesh,Harda,Harda(F&V),25.0,27.0,26.0,2019-09-07
Methi+Seeds,Madhya Pradesh,Shajapur,Agar,35.3,35.3,35.3,2019-09-26
Methi+Seeds,Madhya Pradesh,Mandsaur,Mandsaur,34.0,43.2,38.5,2019-09-26
Methi+Seeds,Madhya Pradesh,Neemuch,Neemuch,34.99,51.0,39.9,2019-09-26
Papaya,Madhya Pradesh,Dhar,Dhar(F&V),20.0,35.0,32.0,2019-11-25
Soyabean,Madhya Pradesh,Shajapur,Kalapipal,32.0,37.0,35.0,2019-10-03
Soyabean,Madhya Pradesh,Sehore,Nasrullaganj,34.0,38.96,38.38,2019-10-03
Wheat,Madhya Pradesh,Dewas,Khategaon,20.0,21.75,20.6,2019-12-16
Tomato,Madhya Pradesh,Shivpuri,Shivpuri(F&V),2.5,18.0,7.5,2019-11-18
Soyabean,Madhya Pradesh,Ratlam,Ratlam,15.5,42.0,33.5,2019-10-03
Wheat,Madhya Pradesh,Singroli,Singroli,18.5,20.0,18.6,2019-12-16
Linseed,Madhya Pradesh,Mandsaur,Mandsaur,42.0,46.25,44.1,2019-09-18
Linseed,Madhya Pradesh,Neemuch,Neemuch,44.0,47.35,46.1,2019-09-18
Wheat,Madhya Pradesh,Mandsaur,Mandsaur,20.0,23.39,20.85,2019-10-19
Cabbage,Madhya Pradesh,Rajgarh,Biaora,8.0,10.0,9.0,2019-09-12
Brinjal,Madhya Pradesh,Ujjain,Ujjain(F&V),7.5,23.0,15.24,2019-12-23
Corriander+seed,Madhya Pradesh,Shajapur,Soyatkalan,40.0,40.0,40.0,2019-11-03
Mustard,Madhya Pradesh,Shajapur,Agar,34.5,34.8,34.6,2019-09-26
Mustard,Madhya Pradesh,Khargone,Badwaha,33.01,33.01,33.01,2019-09-26
Mustard,Madhya Pradesh,Chhatarpur,Chhatarpur,34.5,35.0,34.7,2019-09-26
Mustard,Madhya Pradesh,Guna,Maksudangarh,31.95,31.95,31.95,2019-09-26
Mustard,Madhya Pradesh,Mandsaur,Mandsaur,32.99,36.38,34.6,2019-09-26
Mustard,Madhya Pradesh,Neemuch,Neemuch,23.0,36.24,35.4,2019-09-26
Mustard,Madhya Pradesh,Sheopur,Sheopurbadod,37.16,37.16,37.16,2019-09-26
Tomato,Madhya Pradesh,Satna,Satna,7.5,7.5,7.5,2019-09-10
Wheat,Madhya Pradesh,Panna,Ajaygarh,18.75,19.1,19.0,2019-09-13
Wheat,Madhya Pradesh,Dhar,Badnawar,17.95,20.75,20.1,2019-09-13
Wheat,Madhya Pradesh,Jabalpur,Jabalpur,19.15,20.15,20.0,2019-09-13
Wheat,Madhya Pradesh,Shajapur,Shajapur,19.76,19.76,19.76,2019-09-13
Wheat,Madhya Pradesh,Sheopur,Sheopurkalan,18.5,19.3,19.0,2019-09-13
Soyabean,Madhya Pradesh,Ratlam,Taal,26.01,39.0,32.5,2019-10-03
Wheat,Madhya Pradesh,Rajgarh,Narsinghgarh,19.5,21.0,20.5,2019-11-21
Cabbage,Madhya Pradesh,Dewas,Haatpipliya,14.0,19.0,18.0,2019-11-19
Wheat,Madhya Pradesh,Ratlam,A lot,19.62,19.74,19.65,2019-09-10
Tomato,Madhya Pradesh,Burhanpur,Burhanpur(F&V),7.0,24.0,16.0,2019-11-05
Wheat,Madhya Pradesh,Badwani,Badwani,19.8,20.0,19.9,2019-09-12
Spinach,Madhya Pradesh,Ujjain,Ujjain(F&V),8.0,19.0,13.2,2019-10-03
Peas+cod,Madhya Pradesh,Indore,Indore(F&V),20.0,40.0,30.0,2019-11-25
Soyabean,Madhya Pradesh,Jabalpur,Jabalpur,29.5,31.5,29.5,2019-11-18
Potato,Madhya Pradesh,Dhar,Dhar(F&V),10.0,13.0,12.0,2019-10-21
Potato,Madhya Pradesh,Guna,Guna(F&V),8.0,9.5,9.0,2019-10-21
Soyabean,Madhya Pradesh,Indore,Sanwer,27.0,40.5,38.51,2019-11-18
Soyabean,Madhya Pradesh,Ujjain,Ujjain,21.0,41.73,35.8,2019-11-18
Tomato,Madhya Pradesh,Badwani,Sendhwa,7.0,12.0,11.0,2019-09-06
Tomato,Madhya Pradesh,Burhanpur,Burhanpur(F&V),15.0,25.0,20.0,2019-10-10
Tomato,Madhya Pradesh,Dewas,Dewas(F&V),11.0,20.0,15.0,2019-10-10
Peas+Wet,Madhya Pradesh,Ujjain,Ujjain(F&V),30.5,55.0,32.0,2019-11-25
Wheat,Madhya Pradesh,Dindori,Gorakhpur,17.0,20.0,18.5,2019-10-04
Potato,Madhya Pradesh,Dhar,Dhar(F&V),8.0,12.0,9.0,2019-09-23
Maize,Madhya Pradesh,Badwani,Badwani,16.95,18.0,17.9,2019-11-07
Pumpkin,Madhya Pradesh,Dhar,Kukshi,6.0,11.0,8.0,2019-09-07
Paddy(Dhan)(Common),Madhya Pradesh,Chhindwara,Chaurai,12.0,13.0,12.5,2019-09-16
Tomato,Madhya Pradesh,Satna,Satna,6.0,6.0,6.0,2019-09-19
Pomegranate,Madhya Pradesh,Harda,Harda(F&V),15.0,20.0,18.0,2019-11-25
Pomegranate,Madhya Pradesh,Indore,Indore(F&V),10.0,50.0,30.0,2019-11-25
Paddy(Dhan)(Common),Madhya Pradesh,Dindori,Dindori,13.5,13.5,13.5,2019-09-28
Cucumbar(Kheera),Madhya Pradesh,Harda,Harda(F&V),15.0,17.0,16.0,2019-09-26
Maize,Madhya Pradesh,Dindori,Gorakhpur,18.5,18.5,18.5,2019-09-25
Wheat,Madhya Pradesh,Sehore,Ashta,19.52,22.98,21.4,2019-11-18
Onion,Madhya Pradesh,Dewas,Dewas(F&V),20.0,35.0,25.0,2019-11-02
Soyabean,Madhya Pradesh,Shajapur,Agar,29.0,37.2,34.0,2019-10-11
Soyabean,Madhya Pradesh,Dhar,Badnawar,20.0,39.5,34.0,2019-10-11
Soyabean,Madhya Pradesh,Khargone,Badwaha,30.0,36.3,33.45,2019-10-11
Soyabean,Madhya Pradesh,Dhar,Dhar,26.9,38.24,35.5,2019-10-11
Soyabean,Madhya Pradesh,Khandwa,Khandwa,26.01,36.19,33.4,2019-10-11
Soyabean,Madhya Pradesh,Rajgarh,Khilchipur,29.0,36.75,33.5,2019-10-11
Soyabean,Madhya Pradesh,Shivpuri,Kolaras,27.01,36.7,31.85,2019-10-11
Potato,Madhya Pradesh,Indore,Indore(F&V),3.0,15.0,11.0,2019-11-25
Potato,Madhya Pradesh,Dhar,Rajgarh,6.0,8.0,7.35,2019-11-25
Potato,Madhya Pradesh,Sheopur,Syopurkalan(F&V),10.0,10.5,10.25,2019-11-25
Green+Chilli,Madhya Pradesh,Sheopur,Syopurkalan(F&V),11.0,11.6,11.3,2019-09-24
Soyabean,Madhya Pradesh,Sheopur,Sheopurbadod,31.25,34.5,32.32,2019-10-11
Brinjal,Madhya Pradesh,Burhanpur,Burhanpur(F&V),10.0,26.0,17.0,2019-11-06
Mustard,Madhya Pradesh,Shajapur,Nalkehda,34.49,34.6,34.49,2019-10-04
Cabbage,Madhya Pradesh,Burhanpur,Burhanpur(F&V),10.0,20.0,15.0,2019-11-20
Cummin+Seed(Jeera),Madhya Pradesh,Neemuch,Neemuch,107.0,132.0,120.0,2019-09-25
Soyabean,Madhya Pradesh,Sehore,Ashta,23.9,39.29,38.8,2019-09-17
Soyabean,Madhya Pradesh,Dhar,Dhar,31.0,38.64,37.4,2019-09-17
Soyabean,Madhya Pradesh,Indore,Gautampura,35.0,36.0,35.5,2019-09-12
Mustard,Madhya Pradesh,Sagar,Rahatgarh,30.75,31.5,31.25,2019-11-25
Tomato,Madhya Pradesh,Dhar,Dhamnod,9.0,14.0,11.0,2019-11-20
Ginger(Dry),Madhya Pradesh,Dewas,Haatpipliya,39.0,53.0,49.0,2019-09-25
Cucumbar(Kheera),Madhya Pradesh,Chhindwara,Chhindwara(F&V),11.0,13.0,12.0,2019-12-05
Corriander+seed,Madhya Pradesh,Mandsaur,Mandsaur,35.0,58.0,46.5,2019-12-10
Corriander+seed,Madhya Pradesh,Rajgarh,Narsinghgarh,50.0,66.5,58.0,2019-12-10
Millets,Madhya Pradesh,Dindori,Dindori,19.0,19.0,19.0,2019-11-26
Wheat,Madhya Pradesh,Khargone,Sanawad,20.57,21.15,20.75,2019-10-12
Lemon,Madhya Pradesh,Burhanpur,Burhanpur(F&V),10.0,24.0,18.0,2019-11-29
Green+Chilli,Madhya Pradesh,Sheopur,Syopurkalan(F&V),10.0,11.5,10.75,2019-09-25
Tomato,Madhya Pradesh,Dhar,Dhamnod,7.51,10.0,8.0,2019-10-23
Wheat,Madhya Pradesh,Dewas,Haatpipliya,20.25,21.85,21.05,2019-10-18
Wheat,Madhya Pradesh,Dewas,Khategaon,20.0,21.0,20.6,2019-10-18
Wheat,Madhya Pradesh,Jhabua,Thandla,20.0,20.6,20.3,2019-10-18
Groundnut,Madhya Pradesh,Neemuch,Neemuch,50.8,52.4,52.0,2019-09-27
Groundnut,Madhya Pradesh,Sheopur,Syopurkalan(F&V),16.5,25.0,20.75,2019-09-27
Brinjal,Madhya Pradesh,Ujjain,Ujjain(F&V),7.5,19.5,15.22,2019-10-09
Onion,Madhya Pradesh,Dhar,Dhar(F&V),20.0,30.0,26.0,2019-10-11
Onion,Madhya Pradesh,Khandwa,Khandwa(F&V),11.0,25.6,18.0,2019-10-11
Soyabean,Madhya Pradesh,Hoshangabad,Banapura,36.0,38.0,37.8,2019-09-20
Soyabean,Madhya Pradesh,Dewas,Khategaon,24.9,37.75,36.5,2019-09-20
Soyabean,Madhya Pradesh,Indore,Mhow,35.8,38.49,37.15,2019-09-20
Corriander+seed,Madhya Pradesh,Rajgarh,Suthalia,55.05,65.55,60.0,2019-11-21
Brinjal,Madhya Pradesh,Dhar,Dhar(F&V),9.0,11.0,10.0,2019-09-26
Groundnut,Madhya Pradesh,Neemuch,Neemuch,51.0,54.11,52.51,2019-09-25
Wheat,Madhya Pradesh,Sehore,Ashta,19.68,21.0,20.4,2019-09-17
Wheat,Madhya Pradesh,Dhar,Dhar,19.02,22.7,20.5,2019-09-17
Wheat,Madhya Pradesh,Dindori,Dindori,18.5,19.5,19.0,2019-10-23
Wheat,Madhya Pradesh,Shajapur,Kalapipal,18.5,19.75,19.0,2019-10-23
Wheat,Madhya Pradesh,Jhabua,Thandla,20.0,20.85,20.41,2019-10-23
Wheat,Madhya Pradesh,Dhar,Dhar,19.8,22.46,20.7,2019-09-26
Wheat,Madhya Pradesh,Jabalpur,Jabalpur,19.6,19.94,19.88,2019-09-26
Wheat,Madhya Pradesh,Khandwa,Khandwa,20.0,20.92,20.2,2019-09-26
Wheat,Madhya Pradesh,Sehore,Nasrullaganj,19.0,21.21,20.1,2019-09-26
Cauliflower,Madhya Pradesh,Dewas,Dewas(F&V),5.0,10.0,7.0,2019-09-12
Tomato,Madhya Pradesh,Dhar,Kukshi,9.0,15.0,10.0,2019-11-07
Wheat,Madhya Pradesh,Sheopur,Sheopurkalan,18.2,19.6,18.99,2019-09-26
Wheat,Madhya Pradesh,Ratlam,Taal,19.85,20.15,20.0,2019-09-26
Wheat,Madhya Pradesh,Ujjain,Ujjain,15.76,23.62,20.46,2019-09-26
Linseed,Madhya Pradesh,Mandsaur,Mandsaur,46.0,51.7,48.8,2019-11-29
Wheat,Madhya Pradesh,Dindori,Gorakhpur,17.0,19.25,18.5,2019-09-27
Cotton,Madhya Pradesh,Khargone,Badwaha,36.0,55.22,48.95,2019-11-21
Cabbage,Madhya Pradesh,Ujjain,Ujjain(F&V),8.0,19.0,13.4,2019-10-09
Maize,Madhya Pradesh,Dindori,Dindori,15.7,16.15,16.0,2019-11-29
Maize,Madhya Pradesh,Dindori,Gorakhpur,15.0,15.7,15.5,2019-11-29
Apple,Madhya Pradesh,Dhar,Dhar(F&V),30.0,55.0,48.0,2019-11-02
Maize,Madhya Pradesh,Mandsaur,Mandsaur,17.75,19.73,18.74,2019-11-29
Maize,Madhya Pradesh,Rajgarh,Narsinghgarh,16.0,16.0,16.0,2019-11-29
Raddish,Madhya Pradesh,Harda,Harda(F&V),10.0,14.0,12.0,2019-11-25
Corriander+seed,Madhya Pradesh,Shajapur,Nalkehda,48.0,56.65,54.01,2019-09-19
Paddy(Dhan)(Common),Madhya Pradesh,Dindori,Gorakhpur,12.0,13.1,12.8,2019-12-05
Coriander(Leaves),Madhya Pradesh,Indore,Sanwer,9.0,9.5,9.5,2019-12-05
Coriander(Leaves),Madhya Pradesh,Dhar,Dhamnod,10.0,20.0,14.0,2019-11-27
Coriander(Leaves),Madhya Pradesh,Harda,Timarni,10.0,20.0,15.0,2019-11-27
Banana,Madhya Pradesh,Dhar,Dhar(F&V),12.0,25.0,19.0,2019-11-02
Bitter+gourd,Madhya Pradesh,Ujjain,Ujjain(F&V),12.0,25.0,18.1,2019-09-14
Bitter+gourd,Madhya Pradesh,Ujjain,Ujjain(F&V),13.0,27.0,14.46,2019-09-05
Bottle+gourd,Madhya Pradesh,Ujjain,Ujjain(F&V),7.0,18.0,13.25,2019-09-14
Methi+Seeds,Madhya Pradesh,Mandsaur,Mandsaur,38.0,53.6,41.9,2019-11-29
Brinjal,Madhya Pradesh,Ujjain,Ujjain(F&V),7.5,17.5,10.2,2019-09-14
Cowpea(Veg),Madhya Pradesh,Narsinghpur,Gadarwada,29.0,29.0,29.0,2019-11-21
Soyabean,Madhya Pradesh,Shajapur,Nalkehda,33.0,35.0,34.0,2019-09-07
Bottle+gourd,Madhya Pradesh,Ujjain,Ujjain(F&V),7.5,18.0,12.31,2019-09-05
Methi(Leaves),Madhya Pradesh,Harda,Harda(F&V),11.0,16.0,15.0,2019-11-29
Methi(Leaves),Madhya Pradesh,Indore,Sanwer,5.0,6.0,5.5,2019-11-29
Cabbage,Madhya Pradesh,Ujjain,Ujjain(F&V),8.0,18.0,12.3,2019-09-14
Methi(Leaves),Madhya Pradesh,Ujjain,Ujjain(F&V),6.5,14.0,8.17,2019-11-29
Capsicum,Madhya Pradesh,Ujjain,Ujjain(F&V),18.0,40.0,35.6,2019-09-14
Isabgul+(Psyllium),Madhya Pradesh,Neemuch,Neemuch,68.05,88.51,84.0,2019-09-16
Corriander+seed,Madhya Pradesh,Shajapur,Nalkehda,55.91,64.01,58.6,2019-12-05
Cauliflower,Madhya Pradesh,Ujjain,Ujjain(F&V),8.5,21.5,14.1,2019-09-14
Soyabean,Madhya Pradesh,Ujjain,Badnagar,35.0,38.44,37.5,2019-09-17
Soyabean,Madhya Pradesh,Dhar,Badnawar,25.0,39.7,38.9,2019-09-17
Soyabean,Madhya Pradesh,Chhatarpur,Chhatarpur,35.5,37.0,36.0,2019-09-17
Soyabean,Madhya Pradesh,Chhindwara,Chhindwara,36.67,37.21,36.9,2019-09-17
Soyabean,Madhya Pradesh,Khandwa,Khandwa,31.0,38.58,37.55,2019-09-17
Soyabean,Madhya Pradesh,Neemuch,Neemuch,37.0,40.11,39.0,2019-09-17
Soyabean,Madhya Pradesh,Damoh,Patharia,34.5,37.7,36.4,2019-09-17
Onion,Madhya Pradesh,Shajapur,Kalapipal,7.5,28.5,12.0,2019-09-18
Onion,Madhya Pradesh,Dhar,Kukshi,10.0,30.0,20.0,2019-09-18
Brinjal,Madhya Pradesh,Mandsaur,Mandsaur(F&V),11.0,15.0,13.0,2019-12-19
Onion,Madhya Pradesh,Jhabua,Thandla,15.0,17.0,16.0,2019-09-18
Brinjal,Madhya Pradesh,Ujjain,Ujjain(F&V),8.5,16.5,10.44,2019-09-05
Garlic,Madhya Pradesh,Mandsaur,Piplya,40.0,150.0,95.0,2019-12-03
Soyabean,Madhya Pradesh,Indore,Sanwer,26.11,37.61,36.0,2019-09-17
Soyabean,Madhya Pradesh,Khargone,Segaon,32.0,35.0,34.0,2019-09-17
Soyabean,Madhya Pradesh,Dewas,Sonkatch,31.5,38.2,36.0,2019-09-17
Soyabean,Madhya Pradesh,Ratlam,Taal,38.59,38.85,38.72,2019-09-17
Coriander(Leaves),Madhya Pradesh,Dhar,Kukshi,6.0,10.0,8.0,2019-09-14
Coriander(Leaves),Madhya Pradesh,Ujjain,Ujjain(F&V),14.0,33.0,19.5,2019-09-14
Corriander+seed,Madhya Pradesh,Guna,Maksudangarh,59.0,61.0,60.0,2019-09-14
Wheat,Madhya Pradesh,Bhind,Gohad,19.5,20.15,19.9,2019-10-22
Cucumbar(Kheera),Madhya Pradesh,Indore,Indore(F&V),5.0,10.0,8.0,2019-09-14
Banana,Madhya Pradesh,Dhar,Dhar(F&V),20.0,30.0,24.0,2019-10-21
Banana,Madhya Pradesh,Guna,Guna(F&V),10.0,11.0,10.0,2019-10-21
Tomato,Madhya Pradesh,Hoshangabad,Pipariya,7.0,18.0,12.0,2019-09-21
Tomato,Madhya Pradesh,Harda,Timarni,15.0,15.0,15.0,2019-09-21
Cabbage,Madhya Pradesh,Ujjain,Ujjain(F&V),8.0,20.0,16.4,2019-12-23
Onion,Madhya Pradesh,Chhindwara,Chhindwara(F&V),16.0,20.0,18.0,2019-09-16
Onion,Madhya Pradesh,Dewas,Haatpipliya,15.0,21.0,18.0,2019-09-16
Mustard,Madhya Pradesh,Morena,Porsa,36.6,36.6,36.6,2019-09-11
Ginger(Green),Madhya Pradesh,Ujjain,Ujjain(F&V),25.0,75.0,54.1,2019-09-14
Green+Chilli,Madhya Pradesh,Indore,Indore(F&V),11.0,25.0,15.0,2019-09-14
Green+Chilli,Madhya Pradesh,Dhar,Kukshi,4.0,8.0,6.0,2019-09-14
Mustard,Madhya Pradesh,Mandsaur,Mandsaur,32.01,40.21,37.3,2019-11-29
Mustard,Madhya Pradesh,Rajgarh,Narsinghgarh,32.0,34.0,33.0,2019-11-29
Soyabean,Madhya Pradesh,Dindori,Gorakhpur,35.0,38.0,36.5,2019-09-27
Barley+(Jau),Madhya Pradesh,Chhatarpur,Chhatarpur,17.75,17.75,17.75,2019-09-30
Barley+(Jau),Madhya Pradesh,Neemuch,Neemuch,18.01,19.6,19.0,2019-09-30
Lemon,Madhya Pradesh,Ujjain,Ujjain(F&V),10.0,18.0,12.11,2019-09-14
Wheat,Madhya Pradesh,Hoshangabad,Pipariya,18.71,20.25,19.95,2019-09-21
Cotton,Madhya Pradesh,Khargone,Bhikangaon,40.4,54.5,51.25,2019-12-05
Soyabean,Madhya Pradesh,Mandsaur,Suvasra,21.2,30.54,25.87,2019-10-09
Bottle+gourd,Madhya Pradesh,Dhar,Kukshi,9.0,13.0,10.0,2019-11-02
Mustard,Madhya Pradesh,Betul,Betul,31.5,33.39,32.99,2019-09-14
Mustard,Madhya Pradesh,Chhatarpur,Rajnagar,32.0,34.0,33.0,2019-09-14
Spinach,Madhya Pradesh,Ujjain,Ujjain(F&V),7.5,18.5,13.9,2019-10-09
Sponge+gourd,Madhya Pradesh,Harda,Timarni,25.0,40.0,32.5,2019-10-09
Onion,Madhya Pradesh,Indore,Indore(F&V),10.0,33.0,25.0,2019-09-14
Brinjal,Madhya Pradesh,Badwani,Sendhwa,9.0,14.0,10.0,2019-09-06
Ginger(Green),Madhya Pradesh,Ujjain,Ujjain(F&V),25.5,77.0,58.33,2019-10-07
Onion,Madhya Pradesh,Dhar,Dhamnod,15.0,30.0,22.0,2019-09-28
Cabbage,Madhya Pradesh,Badwani,Sendhwa,8.0,13.0,10.0,2019-09-06
Maize,Madhya Pradesh,Sehore,Ashta,10.0,18.71,17.7,2019-11-25
Maize,Madhya Pradesh,Dhar,Dhar,15.44,18.92,16.7,2019-11-25
Cauliflower,Madhya Pradesh,Dhar,Rajgarh,5.0,10.0,7.0,2019-09-06
Cotton,Madhya Pradesh,Dhar,Dhamnod,40.05,55.5,48.95,2019-11-27
Ridgeguard(Tori),Madhya Pradesh,Shivpuri,Shivpuri(F&V),7.0,7.0,7.0,2019-09-07
Banana,Madhya Pradesh,Guna,Guna(F&V),7.0,8.0,7.0,2019-09-13
Cotton,Madhya Pradesh,Jhabua,Jhabua,45.0,45.0,45.0,2019-11-27
Tomato,Madhya Pradesh,Guna,Guna(F&V),6.0,8.0,7.0,2019-09-26
Tomato,Madhya Pradesh,Khandwa,Khandwa(F&V),10.0,23.0,18.0,2019-09-26
Potato,Madhya Pradesh,Indore,Indore(F&V),3.0,14.0,4.0,2019-09-14
Cucumbar(Kheera),Madhya Pradesh,Dhar,Rajgarh,4.0,8.0,5.0,2019-09-06
Brinjal,Madhya Pradesh,Dhar,Kukshi,9.0,13.0,10.0,2019-11-02
Soyabean,Madhya Pradesh,Ratlam,Ratlam,20.1,36.0,31.2,2019-10-31
Bottle+gourd,Madhya Pradesh,Ujjain,Ujjain(F&V),9.5,29.5,19.32,2019-10-21
Bottle+gourd,Madhya Pradesh,Chhindwara,Chhindwara(F&V),10.83,12.83,11.83,2019-09-19
Bottle+gourd,Madhya Pradesh,Ujjain,Ujjain(F&V),8.5,16.5,11.2,2019-09-19
Green+Chilli,Madhya Pradesh,Dhar,Rajgarh,8.0,12.0,10.0,2019-09-06
Soyabean,Madhya Pradesh,Khargone,Badwaha,35.45,35.45,35.45,2019-09-14
Soyabean,Madhya Pradesh,Guna,Maksudangarh,34.5,35.9,35.0,2019-09-14
Brinjal,Madhya Pradesh,Ujjain,Ujjain(F&V),7.51,16.0,11.5,2019-09-19
Ajwan,Madhya Pradesh,Neemuch,Neemuch,84.01,122.51,110.0,2019-10-21
Alasande+Gram,Madhya Pradesh,Panna,Ajaygarh,40.4,46.05,41.5,2019-10-21
Wheat,Madhya Pradesh,Panna,Ajaygarh,17.0,19.0,18.4,2019-09-07
Wheat,Madhya Pradesh,Sehore,Ashta,18.75,21.0,20.38,2019-09-07
Wheat,Madhya Pradesh,Khargone,Badwaha,20.05,20.12,20.09,2019-09-07
Wheat,Madhya Pradesh,Indore,Indore,19.5,23.55,21.0,2019-09-07
Wheat,Madhya Pradesh,Jabalpur,Jabalpur,19.61,19.88,19.7,2019-09-07
Onion,Madhya Pradesh,Dhar,Dhamnod,12.0,21.0,17.0,2019-11-18
Wheat,Madhya Pradesh,Ratlam,Ratlam,19.5,22.22,20.8,2019-09-07
Onion,Madhya Pradesh,Shajapur,Kalapipal,10.0,41.5,20.0,2019-11-18
Tomato,Madhya Pradesh,Rajgarh,Narsinghgarh,8.7,9.0,8.9,2019-10-11
Wheat,Madhya Pradesh,Dewas,Sonkatch,18.9,20.25,20.0,2019-09-07
Tomato,Madhya Pradesh,Ujjain,Ujjain(F&V),14.5,30.5,19.5,2019-10-11
Capsicum,Madhya Pradesh,Ujjain,Ujjain(F&V),20.5,46.0,33.5,2019-10-05
Niger+Seed+(Ramtil),Madhya Pradesh,Dindori,Gorakhpur,44.5,44.5,44.5,2019-11-29
Wheat,Madhya Pradesh,Khargone,Badwaha,19.3,19.75,19.61,2019-09-14
Barley+(Jau),Madhya Pradesh,Satna,Satna,17.69,17.77,17.76,2019-09-20
Wheat,Madhya Pradesh,Bhind,Alampur,19.2,19.55,19.35,2019-09-14
Wheat,Madhya Pradesh,Khargone,Khargone,19.96,21.05,20.55,2019-09-14
Wheat,Madhya Pradesh,Vidisha,Lateri,20.0,20.0,20.0,2019-09-14
Wheat,Madhya Pradesh,Dewas,Loharda,19.25,20.42,20.1,2019-09-14
Wheat,Madhya Pradesh,Guna,Maksudangarh,19.5,19.95,19.75,2019-09-14
Wheat,Madhya Pradesh,Sehore,Nasrullaganj,19.5,20.0,19.89,2019-09-14
